,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
2155,1,130,3,2,3,0.0,acept,not furnished,139.0,1850.0,115.0,28.0,2132.0
2156,0,75,2,1,2,1.0,acept,not furnished,235.0,1400.0,25.0,18.0,1678.0
2157,1,123,3,2,2,7.0,not acept,not furnished,1000.0,2450.0,250.0,32.0,3732.0
2158,0,100,3,2,2,1.0,acept,furnished,700.0,2200.0,105.0,28.0,3033.0
2160,1,118,3,2,1,4.0,acept,furnished,1800.0,6000.0,22.0,77.0,7899.0
2162,1,80,2,1,1,19.0,not acept,not furnished,726.0,2200.0,158.0,28.0,3112.0
2168,1,150,5,5,4,3.0,not acept,furnished,1800.0,3700.0,917.0,47.0,6464.0
2169,1,65,2,1,1,8.0,acept,furnished,600.0,1700.0,92.0,22.0,2414.0
2173,1,156,3,4,3,8.0,acept,not furnished,1600.0,4200.0,305.0,54.0,6159.0
2176,1,40,1,1,1,8.0,acept,not furnished,632.0,1630.0,18.0,21.0,2301.0
2177,1,142,3,4,3,2.0,acept,not furnished,1400.0,5100.0,691.0,65.0,7256.0
2178,1,110,3,2,3,7.0,acept,not furnished,1631.0,2100.0,542.0,27.0,4300.0
2179,1,70,2,2,1,1.0,acept,not furnished,280.0,1000.0,138.0,13.0,1431.0
2181,1,59,2,1,1,3.0,not acept,not furnished,270.0,1400.0,417.0,18.0,2105.0
2182,1,100,3,2,0,7.0,acept,not furnished,750.0,2020.0,132.0,26.0,2928.0
2183,0,88,3,2,2,1.0,acept,furnished,900.0,1950.0,104.0,25.0,2979.0
2184,1,37,1,1,1,1.0,not acept,furnished,604.0,2600.0,252.0,33.0,3489.0
2186,1,244,3,3,4,16.0,acept,not furnished,3000.0,9000.0,984.0,115.0,13100.0
2187,1,158,3,3,2,1.0,acept,furnished,2063.0,10900.0,706.0,139.0,13810.0
2189,1,100,3,2,1,5.0,not acept,not furnished,1221.0,1200.0,38.0,16.0,2475.0
2190,1,42,1,1,1,9.0,acept,furnished,768.0,3696.0,17.0,47.0,4528.0
2191,1,60,2,2,1,21.0,acept,furnished,1600.0,5550.0,142.0,71.0,7363.0
2192,1,164,4,4,3,22.0,acept,furnished,1600.0,6205.0,434.0,79.0,8318.0
2193,1,220,3,2,2,4.0,acept,not furnished,3100.0,6400.0,700.0,82.0,10280.0
2194,1,83,1,1,1,15.0,not acept,furnished,4000.0,6000.0,255.0,77.0,10330.0
2196,1,213,3,4,0,13.0,acept,furnished,1885.0,4500.0,750.0,58.0,7193.0
2197,1,43,1,1,0,7.0,acept,not furnished,460.0,2000.0,8.0,26.0,2494.0
2198,1,123,2,1,0,3.0,acept,not furnished,1909.0,2850.0,336.0,37.0,5132.0
2201,1,33,1,1,0,18.0,acept,furnished,350.0,1300.0,21.0,17.0,1688.0
2203,1,64,1,1,1,10.0,acept,furnished,650.0,3700.0,58.0,47.0,4455.0
2205,1,440,3,4,2,20.0,acept,not furnished,4578.0,12750.0,1356.0,162.0,18850.0
2207,1,44,1,1,1,6.0,not acept,not furnished,571.0,2000.0,130.0,26.0,2727.0
2210,1,22,1,1,0,25.0,acept,not furnished,472.0,2200.0,55.0,28.0,2755.0
2212,1,56,1,1,0,9.0,acept,not furnished,390.0,1300.0,37.0,17.0,1744.0
2213,1,39,1,1,0,2.0,not acept,not furnished,364.0,2100.0,60.0,27.0,2551.0
2214,1,220,4,4,0,5.0,acept,furnished,4500.0,9500.0,1250.0,121.0,15370.0
2217,1,192,3,3,3,16.0,acept,furnished,1790.0,6500.0,630.0,83.0,9003.0
2221,0,400,4,6,3,0.0,acept,not furnished,1200.0,8000.0,1009.0,121.0,10330.0
2223,1,40,1,1,0,1.0,acept,not furnished,240.0,950.0,84.0,13.0,1287.0
2225,1,363,3,5,4,10.0,not acept,not furnished,4040.0,3072.0,1112.0,39.0,8263.0
2227,1,147,4,2,0,8.0,acept,not furnished,1150.0,2800.0,258.0,36.0,4244.0
2230,1,268,4,4,0,9.0,not acept,not furnished,4500.0,6791.0,1405.0,87.0,12780.0
2231,0,73,3,2,2,5.0,acept,furnished,762.0,2000.0,204.0,26.0,2992.0
2232,1,49,1,1,0,11.0,acept,not furnished,443.0,4100.0,89.0,52.0,4684.0
2233,1,103,3,3,0,6.0,acept,not furnished,1530.0,6000.0,320.0,77.0,7927.0
2236,1,180,2,3,3,7.0,acept,furnished,3300.0,7600.0,1025.0,54.0,11980.0
2237,1,66,1,1,2,1.0,acept,furnished,800.0,2800.0,200.0,36.0,3836.0
2239,1,53,2,1,1,8.0,acept,furnished,561.0,1890.0,95.0,24.0,2570.0
2241,1,67,1,1,1,14.0,acept,furnished,920.0,2600.0,72.0,33.0,3625.0
2242,1,42,1,1,0,1.0,acept,not furnished,400.0,1150.0,27.0,15.0,1592.0
2243,1,90,3,2,2,10.0,acept,furnished,592.0,3100.0,83.0,40.0,3815.0
2244,1,174,3,4,3,6.0,acept,not furnished,2200.0,13500.0,814.0,172.0,16690.0
2246,1,255,3,4,2,10.0,acept,furnished,2600.0,6000.0,500.0,77.0,9177.0
2248,0,139,3,5,3,3.0,acept,furnished,1090.0,6700.0,232.0,85.0,8107.0
2249,1,110,1,3,2,6.0,acept,not furnished,1500.0,8000.0,417.0,102.0,10020.0
2250,0,75,3,2,1,3.0,acept,not furnished,460.0,1200.0,75.0,16.0,1751.0
2251,1,84,3,1,1,17.0,acept,furnished,758.0,2350.0,50.0,30.0,3188.0
2253,0,176,3,5,3,3.0,acept,not furnished,1350.0,5200.0,442.0,66.0,7058.0
2254,1,170,3,3,2,9.0,acept,not furnished,1500.0,4500.0,503.0,58.0,6561.0
2255,1,24,1,1,0,3.0,acept,not furnished,250.0,1500.0,80.0,20.0,1850.0
2258,1,113,3,2,1,4.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
2260,1,124,3,2,3,7.0,acept,not furnished,1450.0,6600.0,300.0,84.0,8434.0
2262,1,117,2,3,3,15.0,acept,not furnished,1500.0,9000.0,560.0,115.0,11180.0
2265,1,180,3,3,2,11.0,acept,not furnished,1300.0,4000.0,409.0,51.0,5760.0
2266,0,87,3,1,1,6.0,acept,not furnished,730.0,1200.0,64.0,16.0,2010.0
2268,1,120,3,4,1,10.0,acept,not furnished,1600.0,3433.0,265.0,10.0,5308.0
2269,1,63,2,2,1,11.0,not acept,not furnished,453.0,2800.0,149.0,36.0,3438.0
2270,1,126,2,3,1,9.0,acept,furnished,2000.0,10000.0,317.0,127.0,12440.0
2271,1,140,3,3,1,15.0,acept,not furnished,1533.0,6000.0,370.0,77.0,7980.0
2272,1,100,2,3,2,2.0,acept,not furnished,1320.0,5500.0,478.0,70.0,7368.0
2273,0,94,2,2,2,3.0,acept,not furnished,890.0,4000.0,165.0,51.0,5106.0
2274,1,174,3,4,3,15.0,not acept,not furnished,2500.0,10400.0,817.0,132.0,13850.0
2275,1,100,3,2,2,0.0,acept,furnished,550.0,3570.0,63.0,54.0,4237.0
2276,1,69,2,2,2,5.0,acept,not furnished,853.0,1900.0,210.0,25.0,2988.0
2277,1,29,1,1,0,18.0,acept,not furnished,298.0,2300.0,25.0,30.0,2653.0
2278,1,180,3,3,1,3.0,acept,not furnished,2200.0,3100.0,300.0,22.0,5622.0
2280,0,110,3,3,2,0.0,acept,not furnished,560.0,3200.0,88.0,49.0,3897.0
2283,1,136,3,3,3,15.0,acept,furnished,1450.0,7900.0,490.0,101.0,9941.0
2284,1,65,3,2,1,2.0,acept,not furnished,512.0,1960.0,135.0,25.0,2632.0
2285,1,98,3,2,0,0.0,acept,not furnished,580.0,1628.0,61.0,21.0,2290.0
2287,1,136,3,2,1,10.0,not acept,furnished,1300.0,6500.0,267.0,47.0,8114.0
2289,1,110,3,3,1,11.0,acept,furnished,1375.0,3000.0,191.0,39.0,4605.0
2292,1,250,4,5,4,2.0,acept,furnished,2900.0,15000.0,1000.0,191.0,19090.0
2294,0,89,3,2,1,7.0,acept,not furnished,860.0,1800.0,70.0,23.0,2753.0
2296,1,90,3,2,2,1.0,acept,not furnished,1800.0,2730.0,334.0,35.0,4899.0
2297,1,47,2,2,2,6.0,acept,furnished,520.0,2611.0,24.0,34.0,3189.0
2298,1,40,1,1,1,13.0,acept,not furnished,1840.0,2990.0,409.0,38.0,5277.0
2300,1,80,2,2,2,4.0,acept,not furnished,850.0,2450.0,250.0,32.0,3582.0
2301,0,63,2,1,1,1.0,not acept,not furnished,470.0,1300.0,38.0,17.0,1825.0
2306,1,135,3,3,2,14.0,acept,furnished,946.0,2690.0,361.0,35.0,4032.0
2307,1,37,1,1,0,12.0,not acept,not furnished,346.0,2900.0,69.0,37.0,3352.0
2310,0,55,1,1,1,3.0,not acept,not furnished,260.0,1100.0,30.0,14.0,1404.0
2312,1,171,3,2,1,13.0,acept,not furnished,1200.0,2500.0,300.0,32.0,4032.0
2317,1,58,2,1,1,4.0,not acept,furnished,636.0,2493.0,80.0,9.0,3218.0
2319,1,55,2,1,1,18.0,acept,not furnished,635.0,1990.0,80.0,26.0,2731.0
2321,1,59,2,2,1,3.0,acept,not furnished,1150.0,2880.0,190.0,13.0,4233.0
2322,1,38,1,1,1,12.0,acept,furnished,580.0,2000.0,100.0,26.0,2706.0
2324,1,170,3,2,1,12.0,acept,furnished,1700.0,5500.0,415.0,70.0,7685.0
2325,0,470,4,4,4,15.0,acept,not furnished,3800.0,11000.0,1080.0,140.0,16020.0
2327,0,60,1,1,0,3.0,acept,not furnished,250.0,1300.0,75.0,17.0,1642.0
2328,1,40,2,1,0,11.0,acept,not furnished,526.0,2500.0,129.0,32.0,3187.0
2330,1,20,1,1,0,5.0,acept,furnished,602.0,1800.0,130.0,23.0,2555.0
2331,1,45,1,1,0,12.0,not acept,not furnished,413.0,3400.0,81.0,44.0,3938.0
2333,0,276,3,4,3,11.0,acept,not furnished,2590.0,7000.0,594.0,89.0,10270.0
2335,1,51,2,1,1,16.0,not acept,not furnished,427.0,3350.0,121.0,43.0,3941.0
2338,1,380,4,6,4,7.0,acept,not furnished,3570.0,4900.0,1193.0,63.0,9726.0
2341,1,198,3,2,2,8.0,acept,not furnished,1400.0,3250.0,334.0,42.0,5026.0
2344,1,62,2,2,1,8.0,acept,not furnished,841.0,3600.0,159.0,46.0,4646.0
2345,1,50,2,2,1,4.0,acept,furnished,1402.0,3115.0,215.0,9.0,4741.0
2349,1,305,3,3,3,8.0,acept,not furnished,3100.0,5500.0,2167.0,70.0,10840.0
2350,1,42,1,1,0,6.0,acept,not furnished,1290.0,1650.0,184.0,21.0,3145.0
2353,1,300,4,3,3,20.0,acept,not furnished,2800.0,12000.0,1223.0,153.0,16180.0
2354,1,106,3,2,2,6.0,acept,not furnished,1400.0,6900.0,275.0,88.0,8663.0
2355,1,54,1,1,1,2.0,acept,furnished,780.0,4300.0,125.0,55.0,5260.0
2357,1,78,3,3,2,10.0,acept,not furnished,639.0,2800.0,117.0,36.0,3592.0
2358,1,70,2,1,0,24.0,not acept,furnished,450.0,3200.0,50.0,41.0,3741.0
2359,1,65,3,2,1,2.0,acept,not furnished,512.0,1840.0,135.0,24.0,2511.0
2360,1,40,1,1,0,9.0,acept,not furnished,299.0,1450.0,30.0,19.0,1798.0
2362,1,50,2,1,1,12.0,acept,not furnished,951.0,3700.0,88.0,47.0,4786.0
2363,1,284,3,2,2,9.0,acept,furnished,2300.0,6600.0,584.0,84.0,9568.0
2364,1,34,1,1,0,12.0,acept,furnished,370.0,2600.0,74.0,33.0,3077.0
2365,1,42,1,1,1,9.0,acept,not furnished,600.0,3600.0,125.0,46.0,4371.0
2368,1,150,3,2,0,3.0,acept,not furnished,715.0,1700.0,210.0,22.0,2647.0
2369,1,198,4,4,3,10.0,acept,not furnished,1750.0,4092.0,1312.0,52.0,7206.0
2371,0,43,1,1,1,3.0,acept,furnished,730.0,1900.0,62.0,25.0,2717.0
2372,1,90,2,2,2,16.0,not acept,furnished,867.0,4800.0,203.0,61.0,5931.0
2375,1,57,2,1,1,24.0,acept,furnished,540.0,3500.0,135.0,45.0,4220.0
2376,1,92,3,2,2,0.0,not acept,not furnished,150.0,2200.0,198.0,34.0,2582.0
2377,1,125,3,3,2,1.0,not acept,not furnished,1367.0,2999.0,498.0,38.0,4902.0
2379,1,129,3,2,2,9.0,acept,not furnished,880.0,2250.0,156.0,29.0,3315.0
2380,1,210,3,4,4,13.0,acept,not furnished,3125.0,12000.0,1385.0,153.0,16660.0
2385,1,100,3,2,2,10.0,not acept,not furnished,2152.0,3500.0,227.0,45.0,5924.0
2386,1,140,2,3,2,13.0,acept,not furnished,1700.0,6750.0,365.0,86.0,8901.0
2387,1,168,3,4,2,9.0,acept,not furnished,1800.0,5500.0,65.0,70.0,7435.0
2388,1,146,3,3,3,11.0,not acept,not furnished,1655.0,7000.0,442.0,89.0,9186.0
2389,0,100,2,2,2,5.0,not acept,furnished,1027.0,3300.0,128.0,42.0,4497.0
2391,1,90,2,1,1,1.0,acept,not furnished,800.0,1600.0,84.0,21.0,2505.0
2392,1,40,1,1,1,8.0,not acept,not furnished,440.0,2800.0,100.0,36.0,3376.0
2393,1,218,4,4,2,1.0,acept,not furnished,2250.0,5500.0,692.0,70.0,8512.0
2394,1,42,1,1,1,7.0,acept,furnished,530.0,3000.0,35.0,39.0,3604.0
2395,1,75,3,3,0,12.0,acept,not furnished,650.0,2660.0,10.0,34.0,3354.0
2397,0,75,3,1,1,7.0,not acept,not furnished,480.0,1093.0,59.0,14.0,1646.0
2399,1,36,1,1,0,6.0,acept,not furnished,423.0,2680.0,47.0,34.0,3184.0
2400,1,105,3,2,2,2.0,acept,not furnished,1320.0,6500.0,275.0,83.0,8178.0
2401,0,55,1,1,1,10.0,acept,not furnished,550.0,720.0,80.0,10.0,1360.0
2402,0,75,2,1,1,11.0,acept,not furnished,670.0,1100.0,80.0,14.0,1864.0
2404,1,111,2,2,2,8.0,acept,not furnished,1600.0,7750.0,472.0,99.0,9921.0
2408,1,100,3,2,1,15.0,acept,furnished,870.0,1800.0,178.0,23.0,2871.0
2410,0,144,3,2,3,0.0,acept,not furnished,890.0,4000.0,138.0,61.0,5089.0
2411,0,44,2,1,1,4.0,acept,furnished,310.0,1800.0,34.0,23.0,2167.0
2414,0,92,3,3,2,11.0,acept,not furnished,780.0,1700.0,167.0,22.0,2669.0
2415,1,195,4,6,3,12.0,acept,not furnished,1400.0,8000.0,750.0,102.0,10250.0
2422,1,178,3,2,1,2.0,not acept,not furnished,1200.0,1900.0,180.0,25.0,3305.0
2423,1,220,4,5,3,5.0,acept,not furnished,3000.0,7800.0,1000.0,99.0,11900.0
2427,1,100,2,1,1,5.0,acept,furnished,1400.0,3800.0,234.0,49.0,5483.0
2428,1,190,3,3,2,10.0,acept,not furnished,2700.0,4000.0,667.0,51.0,7418.0
2429,1,55,2,1,2,4.0,not acept,not furnished,780.0,1060.0,142.0,14.0,1996.0
2430,1,55,2,1,1,4.0,not acept,not furnished,735.0,1621.0,90.0,21.0,2467.0
2431,1,135,2,3,3,8.0,acept,furnished,1600.0,4200.0,459.0,54.0,6313.0
2432,0,80,3,2,2,17.0,acept,not furnished,560.0,2500.0,175.0,32.0,3267.0
2434,1,30,1,1,1,8.0,not acept,furnished,658.0,3500.0,123.0,45.0,4326.0
2435,1,136,3,2,1,7.0,acept,furnished,1780.0,3500.0,250.0,45.0,5575.0
2436,1,90,3,2,1,10.0,acept,not furnished,1686.0,3190.0,125.0,41.0,5042.0
2440,1,20,1,1,0,5.0,not acept,furnished,420.0,1700.0,54.0,22.0,2196.0
2445,1,90,2,2,0,3.0,not acept,not furnished,180.0,1800.0,375.0,23.0,2378.0
2447,1,53,2,2,1,7.0,acept,not furnished,412.0,1500.0,117.0,20.0,2049.0
2449,1,150,3,2,1,7.0,acept,furnished,1600.0,6000.0,284.0,77.0,7961.0
2453,0,84,2,2,1,18.0,acept,not furnished,505.0,1854.0,115.0,24.0,2498.0
2454,1,162,3,2,2,7.0,acept,furnished,1250.0,8000.0,42.0,102.0,9394.0
2461,1,85,1,2,1,14.0,acept,not furnished,753.0,2431.0,93.0,18.0,3295.0
2462,1,52,1,1,1,7.0,acept,not furnished,470.0,2000.0,89.0,26.0,2585.0
2464,0,55,1,1,1,5.0,not acept,not furnished,730.0,750.0,80.0,10.0,1570.0
2465,1,320,3,6,2,12.0,acept,furnished,2060.0,4900.0,874.0,63.0,7897.0
2466,1,72,2,2,1,4.0,acept,not furnished,880.0,2100.0,27.0,27.0,3034.0
2467,1,90,2,1,1,2.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
2468,1,200,3,4,1,10.0,acept,not furnished,1600.0,1260.0,550.0,16.0,3426.0
2470,1,110,3,2,2,6.0,acept,not furnished,950.0,5550.0,385.0,71.0,6956.0
2471,1,49,1,1,1,5.0,acept,not furnished,430.0,1800.0,21.0,23.0,2274.0
2475,1,65,2,2,1,8.0,acept,not furnished,956.0,3800.0,7.0,50.0,4813.0
2476,1,42,1,1,1,17.0,not acept,furnished,1352.0,1900.0,150.0,25.0,3427.0
2477,1,164,3,3,1,1.0,not acept,not furnished,2389.0,6300.0,117.0,80.0,8886.0
2478,0,50,2,1,1,7.0,acept,not furnished,240.0,950.0,40.0,13.0,1243.0
2479,1,60,1,1,1,11.0,not acept,furnished,2357.0,5440.0,277.0,69.0,8143.0
2480,0,143,3,3,2,6.0,acept,not furnished,1600.0,3300.0,250.0,42.0,5192.0
2481,1,214,3,3,3,8.0,acept,furnished,2498.0,4750.0,735.0,61.0,8044.0
2486,1,83,3,1,1,3.0,acept,not furnished,950.0,2500.0,197.0,32.0,3679.0
2487,1,120,3,3,1,7.0,acept,not furnished,1306.0,4575.0,140.0,58.0,6079.0
2488,1,64,1,2,1,4.0,acept,furnished,850.0,3700.0,185.0,47.0,4782.0
2491,1,200,4,4,3,7.0,not acept,not furnished,2800.0,6141.0,997.0,78.0,10020.0
2493,1,100,2,3,3,0.0,acept,furnished,1200.0,7650.0,250.0,97.0,9197.0
2494,1,37,1,1,1,8.0,acept,furnished,500.0,3000.0,125.0,39.0,3664.0
2495,1,69,2,2,1,21.0,acept,not furnished,662.0,4000.0,146.0,51.0,4859.0
2496,1,275,4,3,3,4.0,acept,not furnished,3350.0,5950.0,1190.0,76.0,10570.0
2497,1,50,1,1,1,13.0,acept,not furnished,550.0,2180.0,200.0,28.0,2958.0
2498,0,46,2,1,1,3.0,acept,not furnished,250.0,970.0,42.0,13.0,1275.0
2500,1,285,4,4,3,16.0,not acept,not furnished,1100.0,4500.0,359.0,58.0,6017.0
2501,1,36,1,1,0,6.0,acept,not furnished,423.0,2680.0,47.0,34.0,3184.0
2502,1,62,2,2,2,4.0,acept,not furnished,720.0,1720.0,120.0,22.0,2582.0
2505,0,43,1,1,1,13.0,acept,furnished,1150.0,2000.0,76.0,26.0,3252.0
2508,1,84,3,3,2,15.0,acept,furnished,1300.0,8700.0,375.0,111.0,10490.0
2509,1,215,3,4,2,9.0,not acept,not furnished,1800.0,7000.0,450.0,89.0,9339.0
2510,1,230,4,5,4,7.0,acept,not furnished,3240.0,12500.0,917.0,159.0,16820.0
2512,1,114,3,3,2,4.0,acept,not furnished,878.0,2400.0,272.0,31.0,3581.0
2513,1,170,2,3,3,6.0,not acept,furnished,2500.0,5950.0,417.0,76.0,8943.0
2514,1,86,3,1,1,5.0,acept,furnished,1000.0,2200.0,116.0,28.0,3344.0
2522,1,30,1,1,1,5.0,not acept,not furnished,610.0,2300.0,134.0,30.0,3074.0
2523,1,285,4,4,4,9.0,acept,not furnished,2750.0,8000.0,1750.0,102.0,12600.0
2524,1,52,2,1,1,6.0,not acept,not furnished,596.0,2264.0,38.0,29.0,2927.0
2526,1,102,3,2,2,1.0,acept,not furnished,1300.0,2000.0,284.0,26.0,3610.0
2528,1,28,1,1,1,4.0,not acept,furnished,537.0,3076.0,80.0,39.0,3732.0
2529,1,58,1,1,1,2.0,acept,furnished,1500.0,2800.0,334.0,36.0,4670.0
2531,1,52,2,1,1,3.0,not acept,not furnished,450.0,2400.0,78.0,31.0,2959.0
2534,1,170,3,4,2,5.0,not acept,furnished,1850.0,4600.0,359.0,59.0,6868.0
2535,1,163,3,3,4,7.0,acept,furnished,2900.0,9000.0,830.0,115.0,12850.0
2536,1,107,2,1,0,1.0,acept,not furnished,480.0,4950.0,55.0,63.0,5548.0
2537,1,90,3,2,2,1.0,acept,furnished,950.0,2800.0,234.0,36.0,4020.0
2538,1,120,3,4,0,0.0,acept,not furnished,250.0,3200.0,226.0,41.0,3717.0
2540,0,47,1,1,1,6.0,acept,furnished,590.0,2700.0,120.0,35.0,3445.0
2541,1,278,4,4,1,6.0,acept,not furnished,2118.0,6000.0,547.0,77.0,8742.0
2542,0,56,2,1,1,2.0,acept,not furnished,420.0,1050.0,24.0,14.0,1508.0
2543,1,22,1,1,0,25.0,acept,not furnished,385.0,2100.0,40.0,27.0,2552.0
2548,0,93,3,2,2,4.0,acept,not furnished,1459.0,2300.0,191.0,30.0,3980.0
2549,1,73,2,2,1,15.0,acept,not furnished,700.0,1350.0,150.0,18.0,2218.0
2550,1,130,3,2,1,6.0,acept,not furnished,1550.0,5500.0,300.0,70.0,7420.0
2551,1,280,3,2,0,7.0,acept,not furnished,2300.0,3000.0,417.0,39.0,5756.0
2553,1,330,4,3,0,9.0,acept,not furnished,4400.0,10000.0,1084.0,127.0,15610.0
2555,1,49,2,1,1,5.0,acept,not furnished,300.0,1700.0,21.0,22.0,2043.0
2557,0,89,3,1,1,5.0,not acept,not furnished,820.0,2050.0,150.0,26.0,3046.0
2558,1,52,1,1,1,15.0,not acept,furnished,1218.0,5000.0,284.0,64.0,6566.0
2559,1,70,2,2,2,6.0,not acept,not furnished,1214.0,2748.0,144.0,35.0,4141.0
2560,1,78,2,2,1,8.0,acept,not furnished,586.0,1680.0,63.0,22.0,2351.0
2562,1,140,3,2,2,13.0,acept,not furnished,1700.0,4700.0,686.0,60.0,7146.0
2563,1,300,4,6,4,20.0,acept,not furnished,3700.0,12000.0,1584.0,153.0,17440.0
2565,1,195,4,2,3,15.0,acept,not furnished,1475.0,2500.0,307.0,32.0,4314.0
2566,1,95,2,2,0,1.0,acept,furnished,621.0,1550.0,82.0,20.0,2273.0
2567,1,51,1,1,0,11.0,acept,furnished,900.0,4950.0,125.0,63.0,6038.0
2569,1,82,3,2,2,5.0,acept,not furnished,915.0,2100.0,252.0,27.0,3294.0
2570,1,198,3,3,1,4.0,acept,furnished,3200.0,10000.0,363.0,127.0,13690.0
2571,1,75,2,3,2,10.0,acept,not furnished,1642.0,6000.0,400.0,77.0,8119.0
2572,1,320,4,3,4,5.0,acept,not furnished,3000.0,5200.0,292.0,66.0,8558.0
2573,1,200,3,3,2,7.0,acept,not furnished,3000.0,4000.0,770.0,51.0,7821.0
2574,1,67,2,2,1,14.0,not acept,not furnished,940.0,1350.0,94.0,18.0,2402.0
2575,1,220,4,2,1,2.0,not acept,not furnished,1340.0,6000.0,17.0,77.0,7434.0
2576,0,284,4,3,3,4.0,acept,not furnished,2340.0,6000.0,483.0,77.0,8900.0
2577,1,80,3,1,1,15.0,acept,not furnished,820.0,2250.0,44.0,29.0,3143.0
2579,1,145,3,3,0,1.0,acept,furnished,1856.0,3738.0,445.0,48.0,6087.0
2580,1,64,2,2,2,4.0,acept,furnished,1300.0,4500.0,440.0,58.0,6298.0
2582,0,50,1,1,1,10.0,not acept,not furnished,718.0,1600.0,13.0,21.0,2352.0
2583,1,64,2,2,1,7.0,not acept,not furnished,1182.0,6950.0,276.0,89.0,8497.0
2587,1,42,1,1,1,5.0,acept,not furnished,330.0,2100.0,107.0,27.0,2564.0
2589,1,49,2,1,1,14.0,acept,not furnished,460.0,1800.0,105.0,23.0,2388.0
2590,1,46,2,1,1,6.0,acept,not furnished,280.0,1434.0,9.0,19.0,1742.0
2595,1,124,3,2,1,4.0,not acept,furnished,1070.0,2750.0,289.0,35.0,4144.0
2596,1,114,3,2,2,9.0,acept,not furnished,900.0,3780.0,100.0,48.0,4828.0
2597,0,101,3,2,1,5.0,acept,not furnished,780.0,2800.0,91.0,36.0,3707.0
2599,1,126,2,2,2,8.0,acept,not furnished,1000.0,2300.0,263.0,30.0,3593.0
2601,1,48,2,1,1,10.0,acept,not furnished,400.0,1650.0,51.0,21.0,2122.0
2603,1,164,3,4,2,13.0,acept,not furnished,2900.0,12500.0,915.0,159.0,16470.0
2604,1,113,3,1,1,5.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
2605,1,72,3,2,2,10.0,acept,not furnished,560.0,3500.0,185.0,45.0,4290.0
2607,0,140,2,1,1,7.0,acept,not furnished,870.0,2600.0,580.0,33.0,4083.0
2608,1,260,4,5,5,3.0,acept,not furnished,3428.0,11000.0,2441.0,140.0,17010.0
2610,0,62,2,1,1,3.0,acept,not furnished,480.0,650.0,69.0,9.0,1208.0
2614,1,178,3,5,2,8.0,acept,not furnished,2400.0,2468.0,342.0,32.0,5242.0
2618,1,120,2,3,2,5.0,acept,furnished,1800.0,11500.0,250.0,146.0,13700.0
2619,1,190,4,4,2,4.0,acept,not furnished,2000.0,3200.0,134.0,41.0,5375.0
2623,1,38,1,1,0,19.0,not acept,not furnished,583.0,1000.0,46.0,13.0,1642.0
2625,0,92,2,3,2,5.0,not acept,not furnished,1260.0,4200.0,275.0,54.0,5789.0
2627,1,50,1,2,1,3.0,acept,furnished,1085.0,2826.0,39.0,9.0,3959.0
2628,1,100,3,2,2,2.0,acept,not furnished,1800.0,2000.0,422.0,26.0,4248.0
2629,1,70,2,1,2,7.0,acept,not furnished,543.0,1400.0,156.0,18.0,2117.0
2631,1,35,1,1,0,5.0,not acept,not furnished,400.0,1900.0,50.0,25.0,2375.0
2633,1,109,3,2,1,11.0,not acept,not furnished,1400.0,4250.0,109.0,54.0,5813.0
2634,1,80,2,3,0,6.0,acept,not furnished,1312.0,3300.0,427.0,42.0,5081.0
2637,1,74,2,2,1,9.0,not acept,furnished,1000.0,5850.0,300.0,75.0,7225.0
2639,1,70,3,2,1,3.0,acept,not furnished,380.0,1290.0,92.0,17.0,1779.0
2640,1,390,3,3,3,1.0,acept,not furnished,3056.0,6700.0,687.0,85.0,10530.0
2641,1,30,1,1,0,9.0,not acept,furnished,385.0,1965.0,459.0,25.0,2834.0
2642,1,76,3,2,2,8.0,acept,furnished,679.0,3500.0,201.0,45.0,4425.0
2643,1,128,2,3,1,4.0,acept,not furnished,755.0,4339.0,85.0,55.0,5234.0
2645,1,100,2,2,1,10.0,acept,furnished,1300.0,1979.0,225.0,26.0,3530.0
2646,1,237,3,5,3,8.0,acept,furnished,2200.0,5500.0,917.0,70.0,8687.0
2648,1,108,3,2,2,3.0,not acept,not furnished,823.0,3000.0,350.0,39.0,4212.0
2652,1,217,3,4,4,17.0,acept,furnished,2400.0,14500.0,910.0,184.0,17990.0
2653,1,82,3,2,2,2.0,acept,not furnished,1100.0,1500.0,159.0,20.0,2779.0
2654,1,52,2,1,1,7.0,acept,not furnished,590.0,1200.0,65.0,16.0,1871.0
2657,0,66,2,2,1,2.0,not acept,furnished,536.0,2270.0,76.0,29.0,2911.0
2659,1,113,2,2,1,6.0,acept,not furnished,1000.0,3000.0,50.0,39.0,4089.0
2660,1,170,4,2,1,3.0,acept,furnished,2437.0,5200.0,570.0,66.0,8273.0
2661,1,45,1,1,1,3.0,acept,not furnished,520.0,3200.0,105.0,41.0,3866.0
2663,1,80,2,1,1,18.0,not acept,not furnished,550.0,1500.0,167.0,20.0,2237.0
2664,1,260,3,5,4,12.0,acept,not furnished,2227.0,7000.0,1468.0,89.0,10780.0
2665,1,122,3,2,3,11.0,acept,not furnished,1415.0,1650.0,334.0,21.0,3420.0
